Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Positive,TC_VALID_LOGIN_094,Verify valid login triggers 'Welcome back' notification [Data set 4],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,Yes
Positive,TC_VALID_LOGIN_095,Verify valid login triggers 'Welcome back' notification [Data set 5],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,No
Positive,TC_VALID_LOGIN_096,Verify valid login triggers 'Welcome back' notification [Data set 6],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,No
Positive,TC_VALID_LOGIN_097,Verify valid login triggers 'Welcome back' notification [Data set 7],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,Yes
Positive,TC_VALID_LOGIN_098,Verify valid login triggers 'Welcome back' notification [Data set 8],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,No
Positive,TC_VALID_LOGIN_099,Verify valid login triggers 'Welcome back' notification [Data set 9],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,No
Positive,TC_VALID_LOGIN_100,Verify valid login triggers 'Welcome back' notification [Data set 10],"User has an active, registered Shopify account on shopify.com",1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,1. Log in with valid credentials | 2. Observe dashboard header/notification area,A welcome/greeting message is displayed with the account name,,Not Executed,No,,,Low,Yes
Negative,TC_INVALID_LOGIN_001,Verify login fails with incorrect password [Data set 1],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_002,Verify login fails with incorrect password [Data set 2],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_003,Verify login fails with incorrect password [Data set 3],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_004,Verify login fails with incorrect password [Data set 4],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_005,Verify login fails with incorrect password [Data set 5],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_006,Verify login fails with incorrect password [Data set 6],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_007,Verify login fails with incorrect password [Data set 7],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_008,Verify login fails with incorrect password [Data set 8],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_009,Verify login fails with incorrect password [Data set 9],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_010,Verify login fails with incorrect password [Data set 10],User is on the shopify.com login page and is not authenticated,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,1. Enter valid email | 2. Enter incorrect password | 3. Click Log in,Error message 'Incorrect email or password' is displayed; login is denied,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_011,Verify login fails with unregistered email [Data set 1],User is on the shopify.com login page and is not authenticated,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_012,Verify login fails with unregistered email [Data set 2],User is on the shopify.com login page and is not authenticated,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_013,Verify login fails with unregistered email [Data set 3],User is on the shopify.com login page and is not authenticated,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,Not Executed,No,,,High,No
Negative,TC_INVALID_LOGIN_014,Verify login fails with unregistered email [Data set 4],User is on the shopify.com login page and is not authenticated,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,1. Enter an email not registered on Shopify | 2. Enter any password | 3. Click Log in,Error message indicating account not found is displayed,,Not Executed,No,,,High,No
